id,nombre,id_departamento,valor_flete,codigo_dane,codigo_dep,codigo_ciu,perimetro
532,"San bernardo",11,10000,25649,25,649,EXTRARURAL
533,"San cayetano",11,10000,25653,25,653,RURAL
534,"San francisco",11,10000,25658,25,658,RURAL
535,"San juan de río seco",11,10000,25662,25,662,RURAL
536,Sasaima,11,10000,25718,25,718,RURAL
537,Sesquilé,11,10000,25736,25,736,RURAL
538,Sibaté,11,10000,25740,25,740,URBANO
539,Silvania,11,10000,25743,25,743,RURAL
540,Simijaca,11,10000,25745,25,745,RURAL
541,Soacha,11,10000,25754,25,754,URBANO
542,Sopó,11,10000,25758,25,758,RURAL
543,Subachoque,11,10000,25769,25,769,URBANO
544,Suesca,11,10000,25772,25,772,RURAL
545,Supatá,11,10000,25777,25,777,URBANO
546,Susa,11,10000,25779,25,779,RURAL
547,Sutatausa,11,10000,25781,25,781,RURAL
548,Tabio,11,10000,25785,25,785,RURAL
549,Tausa,11,10000,25793,25,793,RURAL
550,Tena,11,10000,25797,25,797,RURAL
551,Tenjo,11,10000,25799,25,799,RURAL
552,Tibacuy,11,10000,25805,25,805,RURAL
553,Tibirita,11,10000,25807,25,807,RURAL
554,Tocaima,11,10000,25815,25,815,URBANO
555,Tocancipá,11,10000,25817,25,817,URBANO
556,Topaipí,11,10000,25823,25,823,EXTRARURAL
557,Ubalá,11,10000,25839,25,839,EXTRARURAL
558,Ubaque,11,10000,25841,25,841,RURAL
559,"Villa de san diego de ubate",11,10000,25843,25,843,RURAL
560,Une,11,10000,25845,25,845,RURAL
561,Útica,11,10000,25851,25,851,RURAL
562,Vergara,11,10000,25862,25,862,RURAL
563,Vianí,11,10000,25867,25,867,RURAL
564,Villagómez,11,10000,25871,25,871,RURAL
565,Villapinzón,11,10000,25873,25,873,RURAL
566,Villeta,11,10000,25875,25,875,URBANO
567,Viotá,11,10000,25878,25,878,URBANO
568,Yacopí,11,10000,25885,25,885,EXTRARURAL
569,Zipacón,11,10000,25898,25,898,URBANO
570,Zipaquirá,11,10000,25899,25,899,URBANO
571,Quibdó,12,10000,27001,27,001,URBANO
572,Acandí,12,10000,27006,27,006,EXTRARURAL
573,"Alto baudo",12,10000,27025,27,025,EXTRARURAL
574,Atrato,12,10000,27050,27,050,RURAL
575,Bagadó,12,10000,27073,27,073,RURAL
576,"Bahía solano",12,10000,27075,27,075,EXTRARURAL
577,"Bajo baudó",12,10000,27077,27,077,EXTRARURAL
578,"Belén de bajirá",12,10000,,99,773,EXTRARURAL
579,Bojaya,12,10000,27099,27,099,EXTRARURAL
580,"El cantón del san pablo",12,10000,27135,27,135,RURAL
581,"Carmen del darien",12,10000,27150,27,150,EXTRARURAL
582,Cértegui,12,10000,27160,27,160,RURAL
583,Condoto,12,10000,27205,27,205,RURAL
584,"El carmen de atrato",12,10000,27245,27,245,EXTRARURAL
585,"El litoral del san juan",12,10000,27250,27,250,RURAL
586,Istmina,12,10000,27361,27,361,URBANO
587,Juradó,12,10000,27372,27,372,EXTRARURAL
588,Lloró,12,10000,27413,27,413,RURAL
589,"Medio atrato",12,10000,27425,27,425,EXTRARURAL
590,"Medio baudó",12,10000,27430,27,430,EXTRARURAL
591,"Medio san juan",12,10000,27450,27,450,URBANO
592,Nóvita,12,10000,27491,27,491,EXTRARURAL
593,Nuquí,12,10000,27495,27,495,EXTRARURAL
594,"Río iro",12,10000,27580,27,580,EXTRARURAL
595,"Río quito",12,10000,27600,27,600,RURAL
596,Riosucio,12,10000,27615,27,615,EXTRARURAL
597,"San josé del palmar",12,10000,27660,27,660,EXTRARURAL
598,Sipí,12,10000,27745,27,745,EXTRARURAL
599,Tadó,12,10000,27787,27,787,RURAL
600,Unguía,12,10000,27800,27,800,EXTRARURAL
601,"Unión panamericana",12,10000,27810,27,810,RURAL
602,Neiva,13,10000,41001,41,001,URBANO
603,Acevedo,13,10000,41006,41,006,RURAL
604,Agrado,13,10000,41013,41,013,RURAL
605,Aipe,13,10000,41016,41,016,URBANO
606,Algeciras,13,10000,41020,41,020,URBANO
607,Altamira,13,10000,41026,41,026,RURAL
608,Baraya,13,10000,41078,41,078,URBANO
609,Campoalegre,13,10000,41132,41,132,URBANO
610,Colombia,13,10000,41206,41,206,RURAL
611,Elías,13,10000,41244,41,244,RURAL
612,Garzón,13,10000,41298,41,298,URBANO
613,Gigante,13,10000,41306,41,306,URBANO
614,Guadalupe,13,10000,41319,41,319,RURAL
615,Hobo,13,10000,41349,41,349,URBANO
616,Iquira,13,10000,41357,41,357,URBANO
617,Isnos,13,10000,41359,41,359,EXTRARURAL
618,"La argentina",13,10000,41378,41,378,EXTRARURAL
619,"La plata",13,10000,41396,41,396,URBANO
620,Nátaga,13,10000,41483,41,483,RURAL
621,Oporapa,13,10000,41503,41,503,RURAL
622,Paicol,13,10000,41518,41,518,RURAL
623,Palermo,13,10000,41524,41,524,URBANO
624,Palestina,13,10000,41530,41,530,EXTRARURAL
625,Pital,13,10000,41548,41,548,RURAL
626,Pitalito,13,10000,41551,41,551,URBANO
627,Rivera,13,10000,41615,41,615,URBANO
628,Saladoblanco,13,10000,41660,41,660,RURAL
629,"San agustín",13,10000,41668,41,668,RURAL
630,"Santa maría",13,10000,41676,41,676,EXTRARURAL
631,Suaza,13,10000,41770,41,770,RURAL
632,Tarqui,13,10000,41791,41,791,RURAL
633,Tesalia,13,10000,41797,41,797,RURAL
634,Tello,13,10000,41799,41,799,URBANO
635,Teruel,13,10000,41801,41,801,URBANO
636,Timaná,13,10000,41807,41,807,RURAL
637,Villavieja,13,10000,41872,41,872,URBANO
638,Yaguará,13,10000,41885,41,885,URBANO
639,Riohacha,14,10000,44001,44,001,URBANO
640,Albania,14,10000,44035,44,035,URBANO
641,Barrancas,14,10000,44078,44,078,URBANO
642,Dibulla,14,10000,44090,44,090,URBANO
643,Distracción,14,10000,44098,44,098,URBANO
